TSNE1,TSNE2,Cluster,Engagement Rate,Platform,Age,Gender,Sentiment,Region
18.796461,0.08322362,2,39.72,Twitter,45,1,Unknown,Bahrain
-28.92725,-18.614202,4,44.66,LinkedIn,61,2,Unknown,Cote d'Ivoire
-45.48437,-34.125004,4,90.38,LinkedIn,51,2,Negative,Belarus
-31.860003,-10.32662,4,49.7,LinkedIn,55,2,Neutral,Denmark
76.87057,-9.823691,3,62.68,Twitter,33,2,Neutral,Oman
-54.31618,-40.69245,4,214.5,Twitter,23,0,Unknown,Brazil
69.42629,-32.949043,3,190.77,Facebook,26,0,Neutral,Montserrat
0.4141441,12.465078,2,19.04,Facebook,56,0,Negative,Jamaica
75.183624,31.460909,3,10.16,Instagram,20,1,Neutral,Saudi Arabia
46.063366,37.7406,3,8.0,Facebook,60,1,Unknown,Antarctica (the territory South of 60 deg S)
-38.40311,-13.718688,4,32.48,LinkedIn,38,1,Unknown,Cambodia
68.31719,25.20314,3,36.99,Facebook,41,1,Unknown,Tuvalu
55.065845,8.601019,3,30.08,Twitter,56,2,Neutral,Armenia
-11.716891,-42.831627,0,90.97,Twitter,23,2,Unknown,Guinea-Bissau
-12.116002,41.061775,2,16.27,Twitter,43,0,Unknown,Slovenia
-23.871683,41.906822,1,19.39,Facebook,31,1,Unknown,Philippines
-47.50253,-6.804531,4,21.96,Twitter,65,2,Negative,Serbia
-31.039679,21.647146,1,5.98,LinkedIn,28,2,Positive,Iran
26.303923,-45.858166,0,168.2,Facebook,62,0,Negative,Romania
-12.127576,27.620008,2,11.91,Facebook,61,1,Neutral,Antarctica (the territory South of 60 deg S)
33.721333,25.981323,2,17.13,Facebook,50,1,Unknown,Panama
37.42095,29.898352,2,20.72,Instagram,36,1,Unknown,French Polynesia
27.199404,-40.22496,0,40.64,Instagram,33,2,Unknown,Kazakhstan
21.366688,36.716686,2,13.01,LinkedIn,25,1,Unknown,Haiti
-35.140686,13.758825,1,23.94,LinkedIn,43,1,Unknown,Belize
-44.425392,12.112273,1,31.3,Twitter,27,0,Unknown,Maldives
18.331707,1.2101353,2,36.37,Instagram,37,2,Unknown,Egypt
44.95419,14.542904,3,21.37,Facebook,33,1,Negative,Myanmar
78.03315,-3.9641223,3,32.89,Instagram,20,2,Unknown,Bulgaria
16.57564,35.202255,2,7.95,Twitter,57,0,Unknown,Gambia
-58.472248,-27.099796,4,90.47,Facebook,59,2,Unknown,Peru
-22.312922,-3.6011388,4,17.07,Twitter,34,2,Neutral,Chad
17.119322,22.591257,2,17.86,Instagram,19,1,Unknown,Finland
64.14144,9.150009,3,25.16,Twitter,44,0,Negative,Swaziland
14.246127,-39.040104,0,51.19,LinkedIn,23,1,Positive,Greece
77.750565,-7.8457837,3,43.74,Instagram,39,0,Positive,Bahamas
-79.894325,10.755781,1,17.35,Instagram,28,2,Unknown,Guinea
52.545937,39.035645,3,18.62,Facebook,59,0,Unknown,Wallis and Futuna
-1.5628339,35.741768,2,34.04,Instagram,42,2,Unknown,Chile
-74.18304,14.380363,1,29.17,Instagram,52,1,Neutral,Bangladesh
16.355019,-31.60781,0,100.0,LinkedIn,52,1,Positive,Mauritania
-70.14027,-37.683884,4,153.64,Instagram,58,0,Negative,Qatar
15.711086,-13.810697,0,31.47,Instagram,51,1,Positive,Estonia
-62.99096,36.247135,1,12.04,Instagram,65,2,Unknown,Israel
-47.329094,5.7966795,1,54.23,LinkedIn,45,1,Neutral,Kazakhstan
-43.983746,33.748573,1,29.78,LinkedIn,43,1,Neutral,Sweden
81.0209,-2.588359,3,19.98,Twitter,26,2,Neutral,Montserrat
80.18107,-28.354662,3,142.19,Twitter,41,1,Unknown,Paraguay
35.81648,44.64673,2,24.5,Facebook,60,2,Negative,Serbia
-68.19587,24.493534,1,17.09,LinkedIn,60,0,Positive,Vanuatu
-42.71792,20.805113,1,32.23,LinkedIn,53,2,Positive,Azerbaijan
47.904957,16.77156,3,24.5,Facebook,62,2,Positive,Kiribati
12.901463,40.720627,2,8.58,Instagram,36,2,Unknown,Anguilla
73.54272,-11.619549,3,50.49,Facebook,60,1,Positive,New Zealand
31.60881,21.704111,2,22.87,Facebook,63,2,Unknown,French Polynesia
34.70212,37.61136,2,11.15,Twitter,49,2,Unknown,Argentina
21.059439,43.183697,2,26.38,Facebook,53,0,Unknown,Portugal
-23.179443,18.570173,1,30.22,Facebook,45,0,Unknown,India
-76.15588,-5.287616,4,60.66,Facebook,25,0,Negative,Finland
-3.346254,-36.709724,0,80.22,LinkedIn,56,0,Unknown,Netherlands Antilles
75.5216,-18.389566,3,83.9,Instagram,48,2,Unknown,Christmas Island
-72.213394,13.355469,1,29.91,Twitter,55,1,Positive,Comoros
18.550476,47.12389,2,22.81,Instagram,59,0,Unknown,Malta
46.01458,11.850548,3,14.98,Twitter,62,2,Positive,United Kingdom
9.7062235,-38.067284,0,88.25,LinkedIn,36,0,Unknown,Cook Islands
-31.65638,-44.434597,4,87.45,Facebook,45,1,Negative,Senegal
-50.800358,24.170387,1,23.99,Instagram,29,1,Unknown,Netherlands Antilles
53.52051,33.657475,3,7.28,Instagram,58,0,Unknown,San Marino
-42.99835,-39.86006,4,85.86,Facebook,36,0,Unknown,Gibraltar
49.00134,41.39189,3,25.04,Instagram,34,0,Unknown,Vietnam
1.7572759,-5.116876,0,45.38,Instagram,52,2,Unknown,Martinique
-41.692204,-29.44605,4,68.32,Facebook,60,2,Negative,Macao
-0.5592687,-42.928333,0,85.65,Twitter,42,2,Unknown,Vanuatu
-74.40965,-7.777912,4,47.03,Instagram,62,0,Unknown,Guatemala
-33.699974,-41.6908,4,47.29,Facebook,37,2,Positive,Jersey
-47.74458,39.31319,1,20.44,Facebook,52,2,Positive,Malta
35.09009,43.000496,2,24.86,Twitter,38,1,Neutral,Svalbard & Jan Mayen Islands
84.760796,7.180274,3,39.75,Twitter,23,1,Unknown,Algeria
-78.97283,-20.787691,4,58.75,LinkedIn,26,0,Unknown,Burkina Faso
-23.633854,16.778769,1,23.08,Twitter,21,0,Positive,Netherlands
33.64587,17.045017,2,31.47,Twitter,39,0,Negative,Malta
-38.835506,-24.093891,4,74.24,Instagram,64,1,Unknown,Egypt
-70.355865,-2.5633347,4,28.46,Twitter,51,0,Unknown,Moldova
-34.55914,7.3351054,1,47.78,LinkedIn,56,2,Unknown,Liberia
-28.937414,31.008512,1,23.18,LinkedIn,28,0,Positive,Japan
12.504812,-32.624767,0,110.8,Twitter,54,1,Positive,Iraq
-56.260353,-16.980541,4,55.97,LinkedIn,27,1,Unknown,Faroe Islands
-30.769268,35.11289,1,20.78,Facebook,61,0,Neutral,Qatar
74.57792,28.765932,3,21.27,Instagram,21,2,Positive,Bulgaria
-25.997211,-39.7336,4,114.34,Instagram,34,0,Negative,Burkina Faso
16.102757,44.04973,2,13.6,Facebook,30,2,Negative,Faroe Islands
47.56148,22.047794,3,24.44,LinkedIn,19,1,Positive,Lesotho
80.559135,34.59118,3,27.42,Facebook,38,1,Unknown,Haiti
81.30025,32.319977,3,32.69,Twitter,18,0,Unknown,Germany
66.822914,31.918224,3,18.41,Instagram,36,0,Neutral,Belgium
-17.9229,-28.810633,0,24.09,LinkedIn,62,2,Unknown,Nigeria
50.67132,40.715565,3,19.04,Twitter,55,2,Unknown,Mozambique
-80.92876,-2.9051397,4,48.43,Facebook,52,2,Unknown,Tuvalu
76.772064,28.34444,3,27.22,Twitter,54,0,Negative,Lao People's Democratic Republic
-18.734238,-29.525982,0,18.11,Facebook,40,0,Positive,Suriname
14.2632065,-43.289772,0,117.76,Facebook,45,0,Neutral,Montserrat
-77.66395,-21.323603,4,41.41,LinkedIn,36,1,Neutral,Latvia
-0.36036226,-10.06563,0,54.53,LinkedIn,21,1,Negative,Ecuador
-48.982506,-32.657303,4,60.21,Instagram,54,0,Neutral,Canada
-81.08612,-25.306871,4,55.29,Instagram,35,2,Unknown,Bolivia
-4.674013,29.243673,2,30.59,Twitter,31,1,Unknown,Guernsey
24.666662,21.89552,2,22.57,Twitter,55,2,Unknown,Morocco
75.01095,35.100327,3,18.66,LinkedIn,39,0,Unknown,Djibouti
73.248276,-12.635769,3,50.99,LinkedIn,53,0,Negative,Heard Island and McDonald Islands
6.1088576,-42.630703,0,89.49,Instagram,53,0,Negative,Ireland
7.4891686,33.607025,2,7.94,Facebook,56,0,Neutral,Belarus
30.58712,29.638088,2,26.68,Facebook,64,0,Unknown,Brunei Darussalam
16.866022,-31.227695,0,128.18,LinkedIn,20,2,Unknown,Svalbard & Jan Mayen Islands
31.855444,-39.888542,0,17.87,Instagram,29,0,Negative,French Southern Territories
-80.63838,-2.012857,4,35.91,Twitter,18,1,Unknown,Luxembourg
51.57518,-17.238684,3,34.12,LinkedIn,33,1,Neutral,Western Sahara
50.624825,-33.47883,0,80.88,LinkedIn,24,0,Positive,Northern Mariana Islands
82.55259,-24.99028,3,53.15,Facebook,46,0,Negative,Turkey
85.41264,7.859554,3,47.54,Instagram,25,1,Unknown,Suriname
-0.8195214,41.76291,2,24.93,Twitter,53,0,Positive,Bulgaria
-70.3126,31.819153,1,27.84,LinkedIn,38,1,Neutral,Saint Martin
-3.6214674,-26.208752,0,62.78,LinkedIn,35,2,Neutral,Afghanistan
-75.38042,37.557728,1,23.96,Facebook,43,0,Unknown,United Arab Emirates
-67.25184,-36.832996,4,157.29,Facebook,63,1,Unknown,Svalbard & Jan Mayen Islands
45.025723,-32.1822,0,85.89,Instagram,49,2,Negative,France
73.288345,30.495241,3,13.84,Facebook,27,1,Unknown,Spain
-76.24173,-12.941023,4,21.72,Instagram,26,1,Unknown,Nauru
44.96577,37.013546,3,9.23,Instagram,27,1,Positive,Faroe Islands
74.495865,-20.222414,3,72.47,LinkedIn,62,1,Positive,Isle of Man
-82.66113,-3.06439,4,41.07,Twitter,40,1,Neutral,Uganda
45.961365,-31.320665,0,80.48,LinkedIn,29,1,Neutral,Congo
-56.945953,-17.479637,4,61.77,Instagram,50,2,Unknown,Madagascar
12.406814,-41.42119,0,83.35,Instagram,18,0,Unknown,Puerto Rico
-80.14955,-7.522165,4,48.83,Instagram,36,0,Neutral,Western Sahara
63.670826,-8.106198,3,33.27,Facebook,57,2,Negative,Azerbaijan
80.05258,-23.384535,3,83.04,LinkedIn,26,2,Unknown,Mayotte
58.868973,26.174591,3,11.17,Instagram,36,1,Unknown,Russian Federation
-14.568927,39.249584,2,6.57,Instagram,23,0,Neutral,Syrian Arab Republic
57.94436,31.2985,3,10.92,Facebook,34,1,Unknown,Northern Mariana Islands
43.968895,15.544244,3,16.93,Twitter,27,2,Unknown,Gabon
-3.617693,2.8147645,2,46.34,Facebook,32,0,Unknown,Korea
-36.908806,-6.085757,4,19.0,Facebook,34,0,Positive,United Arab Emirates
10.274076,-30.356987,0,90.23,Twitter,38,0,Unknown,Central African Republic
25.956627,-5.53996,0,25.9,Facebook,45,0,Positive,Dominican Republic
-26.312853,-44.22213,4,93.32,Facebook,49,2,Unknown,Paraguay
-56.902824,-30.123426,4,42.65,Twitter,45,1,Positive,Switzerland
-23.770128,-2.5465457,4,23.24,Instagram,57,2,Unknown,Samoa
4.7119327,-36.99107,0,50.82,LinkedIn,25,0,Unknown,Togo
20.743668,36.258095,2,16.03,Twitter,59,2,Positive,Swaziland
49.350044,40.821407,3,23.7,Twitter,35,1,Positive,French Guiana
10.588527,-30.820423,0,74.71,Facebook,37,2,Unknown,Vietnam
1.2752396,38.34377,2,25.02,Facebook,49,0,Negative,Ecuador
19.594852,19.741098,2,28.57,Instagram,26,1,Positive,Guinea-Bissau
59.685184,29.102776,3,7.44,Twitter,20,0,Unknown,Ireland
-5.547758,-30.830679,0,41.92,LinkedIn,39,2,Negative,Vanuatu
7.36606,38.767715,2,18.57,LinkedIn,21,1,Unknown,Thailand
67.1512,13.650621,3,8.61,Facebook,20,0,Unknown,Kenya
76.48195,13.123148,3,20.23,LinkedIn,35,2,Neutral,Equatorial Guinea
54.525234,13.126204,3,35.41,Twitter,56,0,Unknown,India
81.38649,-24.649698,3,48.83,Instagram,22,1,Unknown,Barbados
-8.916596,1.9972675,2,50.05,Facebook,52,1,Unknown,Libyan Arab Jamahiriya
-56.817093,39.516716,1,14.97,Twitter,40,2,Negative,Romania
39.74215,17.837936,3,42.41,LinkedIn,34,1,Negative,Indonesia
-77.343834,14.74428,1,18.27,Instagram,64,1,Positive,Cook Islands
-56.41201,-2.1940236,4,42.02,Twitter,46,0,Negative,Hong Kong
81.792274,-3.1412973,3,15.2,Instagram,19,1,Neutral,Svalbard & Jan Mayen Islands
48.769474,-5.3507643,3,42.8,LinkedIn,63,0,Neutral,Paraguay
-58.065655,-0.8843604,4,43.96,Facebook,55,1,Unknown,Uruguay
-46.505764,22.855055,1,16.11,Facebook,28,1,Unknown,Morocco
-22.916788,0.38126922,4,30.61,LinkedIn,37,2,Neutral,Luxembourg
-81.32072,32.420593,1,20.96,Facebook,40,2,Positive,French Southern Territories
60.75472,-18.890255,3,55.39,LinkedIn,62,1,Positive,Saint Helena
27.727142,-29.854609,0,90.12,Twitter,18,0,Negative,Pitcairn Islands
-36.00089,22.87637,1,17.88,Twitter,51,0,Unknown,Bangladesh
-5.908263,36.97883,2,32.57,Instagram,24,1,Positive,French Southern Territories
23.845686,-41.06308,0,79.39,Instagram,65,1,Negative,Heard Island and McDonald Islands
50.24152,-6.183067,3,47.6,Facebook,51,1,Unknown,Chile
-37.600506,30.65151,1,20.22,Facebook,56,1,Neutral,Denmark
73.5999,1.543385,3,24.32,Instagram,59,1,Unknown,Portugal
-29.564112,-42.637215,4,64.06,Instagram,40,0,Unknown,Malaysia
22.149075,-44.29537,0,114.14,LinkedIn,50,0,Positive,Palau
-80.08691,35.1348,1,21.65,LinkedIn,27,0,Unknown,Cook Islands
-36.896126,-14.137621,4,32.16,Twitter,40,0,Unknown,New Caledonia
30.54446,-43.23782,0,88.13,Instagram,45,0,Negative,Zambia
-69.335625,-35.280045,4,151.84,Instagram,23,0,Unknown,Estonia
-62.440918,22.568995,1,21.54,Instagram,37,0,Unknown,Slovenia
-64.88582,-14.153289,4,59.98,LinkedIn,23,2,Unknown,Guernsey
-36.470615,22.65398,1,22.34,Twitter,35,2,Unknown,Faroe Islands
33.989944,-14.514961,0,33.59,Facebook,30,0,Negative,Bahrain
38.52662,43.515495,2,17.64,Twitter,64,0,Unknown,Niue
-39.016335,43.363605,1,12.59,Twitter,58,2,Unknown,Lebanon
-12.680913,2.5671606,2,34.56,Facebook,18,0,Unknown,Algeria
68.39521,-30.100758,3,101.24,Twitter,51,0,Positive,Tunisia
48.377857,-17.107191,3,39.58,Facebook,31,0,Unknown,Jordan
-28.413246,44.672985,1,20.01,Instagram,32,1,Neutral,Taiwan
-61.12026,3.0112367,1,48.97,LinkedIn,59,1,Negative,Palau
-39.69382,-39.646194,4,150.3,Instagram,52,0,Negative,Hungary
-68.27499,-38.406136,4,260.92,Twitter,46,2,Unknown,Nigeria
79.22499,15.056112,3,7.98,Twitter,20,0,Neutral,Italy
-53.23013,9.927246,1,28.61,Twitter,30,0,Negative,Italy
-13.472292,46.4846,2,27.44,LinkedIn,28,1,Positive,Antigua and Barbuda
-74.94334,15.504682,1,24.6,Facebook,54,0,Unknown,Philippines
43.04195,-3.2693753,3,38.42,Facebook,49,0,Unknown,Algeria
4.3584247,33.66381,2,14.07,Twitter,65,0,Unknown,Puerto Rico
68.24927,20.988708,3,15.63,Facebook,24,2,Unknown,Guatemala
71.72669,-11.677065,3,62.46,Facebook,23,2,Negative,Zimbabwe
-26.496784,-21.8676,4,45.27,LinkedIn,48,0,Unknown,Kiribati
-35.77675,43.45163,1,20.43,Instagram,33,1,Neutral,Albania
-31.574257,23.255135,1,15.99,LinkedIn,29,1,Positive,Togo
65.46533,30.376074,3,19.93,Instagram,28,1,Unknown,Benin
-71.57435,-9.14008,4,23.39,Instagram,47,0,Unknown,El Salvador
-11.692325,-41.189114,0,105.79,Facebook,59,1,Unknown,Palau
-29.277517,-41.760086,4,57.41,Twitter,38,0,Unknown,Austria
-34.932186,43.725742,1,21.31,Instagram,43,1,Negative,Saint Helena
-55.938873,-28.666916,4,59.14,Facebook,65,1,Unknown,Uruguay
73.164444,37.666256,3,8.67,Twitter,39,2,Negative,Sweden
-44.121357,-4.6924896,4,31.81,Facebook,24,1,Positive,Equatorial Guinea
-62.357628,16.527443,1,20.82,LinkedIn,47,0,Positive,Denmark
-62.86616,33.555298,1,13.19,Instagram,19,0,Unknown,Norfolk Island
-44.351074,-32.34659,4,69.05,Instagram,46,1,Unknown,Falkland Islands (Malvinas)
24.385077,-45.07347,0,76.85,Twitter,21,0,Negative,South Africa
-14.741589,-45.121635,0,169.54,Instagram,25,0,Unknown,Finland
50.39262,40.868763,3,19.7,Twitter,30,2,Negative,Eritrea
-25.219255,12.547964,1,17.41,Twitter,46,0,Positive,Kyrgyz Republic
-46.447845,26.481037,1,9.01,Twitter,39,2,Positive,Saudi Arabia
-18.870584,-43.105434,0,132.28,Instagram,18,2,Negative,Croatia
-5.0220313,-25.990423,0,55.02,Facebook,48,0,Positive,Brazil
-35.37018,-12.978239,4,21.84,Twitter,52,2,Neutral,Mali
61.37588,18.50434,3,36.88,Facebook,59,2,Neutral,Japan
-52.196323,-33.325066,4,70.23,LinkedIn,55,0,Unknown,Taiwan
5.431714,28.335768,2,20.1,Twitter,44,2,Unknown,Libyan Arab Jamahiriya
0.21078143,43.537926,2,26.16,Twitter,61,1,Unknown,Gambia
-80.1614,19.98219,1,11.36,Instagram,46,1,Negative,Poland
-73.690155,27.166706,1,8.11,Twitter,40,2,Unknown,Kazakhstan
-73.404564,-29.82197,4,41.67,LinkedIn,48,0,Neutral,Marshall Islands
61.24212,-25.543327,3,55.77,Twitter,28,2,Unknown,Equatorial Guinea
-40.908623,43.37459,1,9.53,Facebook,59,1,Unknown,Hungary
44.0132,-15.450612,3,53.61,LinkedIn,50,0,Neutral,Syrian Arab Republic
-21.080252,12.723816,2,19.19,Instagram,46,0,Unknown,Saudi Arabia
5.3774543,29.680555,2,17.42,Twitter,32,0,Negative,Togo
32.016872,-32.451977,0,113.82,Twitter,18,0,Unknown,Macao
-45.759346,44.256428,1,12.61,LinkedIn,28,1,Unknown,Bulgaria
-28.433306,-18.765713,4,44.6,Instagram,55,2,Unknown,Tanzania
-60.611523,0.37062696,4,39.85,Twitter,55,2,Unknown,Germany
-79.634384,-22.844116,4,37.54,Instagram,34,2,Negative,Guam
8.520529,39.21341,2,21.29,LinkedIn,21,2,Positive,Cook Islands
19.018381,39.647568,2,12.58,Facebook,46,1,Neutral,Bhutan
35.306747,44.85744,2,20.74,LinkedIn,35,2,Unknown,Chile
-41.664764,37.46362,1,12.35,LinkedIn,41,1,Positive,French Guiana
39.540367,41.472088,2,18.25,Facebook,65,1,Neutral,Netherlands
-51.45075,-30.331697,4,55.2,LinkedIn,33,1,Negative,Zambia
79.47254,6.8050103,3,39.47,Twitter,62,0,Unknown,Pakistan
-29.549587,-17.704977,4,28.62,LinkedIn,55,1,Unknown,China
50.488735,-5.7190647,3,40.36,LinkedIn,58,1,Negative,Somalia
46.043926,16.282534,3,19.64,Instagram,58,0,Neutral,Saint Barthelemy
39.902515,-45.567047,0,133.54,Facebook,59,2,Unknown,Samoa
64.33117,-8.035458,3,35.2,Facebook,63,0,Unknown,Paraguay
-62.370777,20.852028,1,25.88,Twitter,48,2,Unknown,Slovenia
-74.70557,-14.545701,4,33.98,Twitter,48,0,Negative,Cambodia
-19.227762,-33.59322,0,69.81,LinkedIn,25,0,Positive,Syrian Arab Republic
-40.46322,-0.76124156,4,30.15,LinkedIn,24,2,Negative,Faroe Islands
-40.65623,-22.893524,4,50.18,Facebook,28,0,Positive,Wallis and Futuna
47.4456,-14.099873,3,42.38,Twitter,48,1,Unknown,Greenland
-10.407232,-17.361643,0,18.6,LinkedIn,29,0,Unknown,Iran
12.236536,23.418661,2,37.51,LinkedIn,60,0,Unknown,Denmark
-34.926712,8.980326,1,41.1,Twitter,25,1,Unknown,Micronesia
26.748964,-45.34943,0,123.79,Instagram,38,1,Unknown,Guernsey
51.655315,22.604837,3,8.13,Facebook,28,2,Neutral,Congo
4.2285075,-29.933638,0,34.09,LinkedIn,51,0,Positive,Svalbard & Jan Mayen Islands
-71.34085,9.503794,1,40.76,Instagram,37,2,Neutral,Spain
42.771896,-45.518345,0,78.72,LinkedIn,51,0,Positive,Spain
-28.14886,14.000036,1,21.93,Twitter,50,2,Unknown,Zambia
-1.9429016,35.72829,2,31.11,LinkedIn,47,2,Unknown,Swaziland
-11.634243,-42.741558,0,79.22,Facebook,25,2,Neutral,North Macedonia
-62.590168,32.85305,1,9.06,LinkedIn,48,1,Negative,Chad
12.953368,41.10814,2,8.52,LinkedIn,23,0,Unknown,Korea
45.91397,-24.755209,0,32.52,LinkedIn,43,0,Unknown,Syrian Arab Republic
-19.899082,-33.78853,0,69.93,Twitter,38,1,Positive,Cayman Islands
7.4018784,-20.238926,0,52.36,Facebook,60,0,Neutral,Oman
7.052967,33.085514,2,12.68,Twitter,29,2,Unknown,Fiji
-8.704578,-41.155373,0,69.72,Instagram,56,0,Positive,Belarus
75.410736,-4.277751,3,35.13,Facebook,18,2,Unknown,Egypt
60.930573,-9.219104,3,52.79,Facebook,55,1,Unknown,Belize
62.27719,-16.551098,3,54.79,Instagram,54,0,Unknown,North Macedonia
7.399981,-19.124586,0,46.87,Facebook,60,2,Neutral,Mozambique
35.287033,29.872929,2,22.72,Twitter,52,2,Positive,Dominican Republic
-61.69276,36.64879,1,7.11,LinkedIn,23,0,Neutral,Korea
-47.185104,39.351757,1,18.15,Twitter,55,0,Positive,Indonesia
2.2703598,7.4436226,2,30.83,Facebook,32,2,Unknown,Guatemala
-79.82513,22.138481,1,10.15,Twitter,51,0,Negative,Qatar
-74.954475,-5.0764046,4,41.44,Twitter,59,0,Neutral,South Georgia and the South Sandwich Islands
52.03388,26.331327,3,19.93,Instagram,44,0,Neutral,Dominica
-62.724583,20.443647,1,20.82,LinkedIn,54,2,Unknown,Greece
-20.104252,2.030068,2,44.41,Twitter,33,0,Unknown,Montserrat
-69.593605,-36.403286,4,136.6,Twitter,41,1,Unknown,Canada
-29.61293,-41.26617,4,60.14,LinkedIn,25,0,Positive,Finland
74.44433,-19.275234,3,72.02,Instagram,58,1,Positive,Cocos (Keeling) Islands
19.695133,0.31624186,2,33.2,LinkedIn,59,2,Unknown,Kenya
69.15227,-2.0891364,3,48.56,LinkedIn,21,1,Neutral,Jamaica
-10.942129,12.877818,2,17.38,Instagram,62,2,Positive,Tunisia
-20.226686,11.854586,2,19.39,Instagram,48,1,Negative,France
29.426615,-30.719902,0,112.65,Instagram,27,0,Positive,Tonga
71.35582,3.0291555,3,28.8,Twitter,47,0,Positive,Andorra
33.11229,-13.230984,0,37.82,Twitter,32,2,Unknown,Angola
-9.75615,41.657322,2,15.1,Twitter,23,1,Unknown,Saudi Arabia
54.751488,24.13929,3,14.95,Twitter,40,1,Unknown,Senegal
83.9437,9.479676,3,37.71,LinkedIn,56,2,Neutral,Eritrea
22.668726,-16.02265,0,57.73,Instagram,18,1,Positive,Ukraine
13.637204,3.4547682,2,21.68,LinkedIn,46,1,Negative,Sri Lanka
-21.833872,29.176899,2,22.09,Twitter,65,2,Negative,Mozambique
29.346592,-27.419607,0,63.6,Instagram,63,1,Unknown,Myanmar
-2.2370632,35.169857,2,32.06,Instagram,41,1,Positive,Algeria
-48.676956,44.779984,1,10.05,LinkedIn,37,0,Negative,Luxembourg
20.858759,46.545048,2,29.36,Facebook,61,2,Neutral,Marshall Islands
51.396046,-36.26924,0,108.09,Facebook,53,0,Neutral,Tunisia
9.602746,43.96996,2,23.17,Twitter,55,0,Unknown,Spain
-38.81819,-11.579427,4,18.27,Facebook,31,0,Unknown,Papua New Guinea
-72.74683,-28.069004,4,35.7,Twitter,24,2,Unknown,Vietnam
19.764658,-41.442837,0,165.43,Facebook,54,1,Unknown,Malaysia
-45.847218,-27.80312,4,34.14,Twitter,34,1,Positive,Netherlands Antilles
-7.1400113,-36.153656,0,60.32,Facebook,28,0,Unknown,Norfolk Island
-67.00374,11.623731,1,27.52,Instagram,41,2,Unknown,Bosnia and Herzegovina
80.18614,-4.0617056,3,32.82,Instagram,32,2,Positive,Niue
83.23507,10.953592,3,38.4,Facebook,22,0,Unknown,Malaysia
25.347849,-41.194183,0,43.67,Instagram,62,1,Unknown,Sri Lanka
19.941397,22.634693,2,24.31,Instagram,20,2,Unknown,Bangladesh
-41.9948,-43.80912,4,94.78,Facebook,26,1,Negative,Ireland
-46.187904,-6.7884197,4,18.38,Instagram,53,1,Unknown,Mozambique
-48.469193,-4.8750653,4,17.01,Facebook,43,0,Positive,Micronesia
-76.81813,12.170663,1,35.67,Twitter,31,0,Unknown,Sierra Leone
-13.834336,48.187057,2,27.24,LinkedIn,62,0,Unknown,Heard Island and McDonald Islands
31.374022,-15.931372,0,35.23,Instagram,65,0,Neutral,Netherlands Antilles
6.800351,28.478716,2,17.38,Facebook,41,1,Positive,Burundi
81.25713,-29.063417,3,102.77,Instagram,46,1,Unknown,Philippines
56.720142,32.800552,3,4.95,LinkedIn,21,0,Neutral,Guernsey
48.936718,2.9226742,3,24.89,LinkedIn,26,1,Neutral,Azerbaijan
-49.75799,41.652058,1,17.9,Facebook,49,1,Positive,Monaco
-13.899534,3.5550585,2,25.74,LinkedIn,47,2,Negative,Saudi Arabia
50.177406,-34.389046,0,103.46,Facebook,37,0,Unknown,Colombia
81.517136,-2.5009398,3,23.2,Twitter,24,2,Negative,Switzerland
59.656467,32.20195,3,18.41,Instagram,19,0,Unknown,French Southern Territories
-50.84606,11.841671,1,37.7,Instagram,60,2,Unknown,Namibia
44.50478,32.451347,3,17.32,Facebook,25,2,Negative,French Southern Territories
-82.668304,-22.870869,4,46.91,Twitter,18,1,Positive,United States of America
60.69657,-4.087477,3,16.98,Twitter,19,0,Unknown,Singapore
-18.958424,-39.690136,0,59.14,Instagram,44,2,Negative,Falkland Islands (Malvinas)
-41.206627,8.491126,1,42.01,LinkedIn,28,2,Unknown,Northern Mariana Islands
-0.594447,-12.579507,0,43.37,Twitter,44,2,Negative,New Caledonia
77.959854,-25.011992,3,64.07,Instagram,25,0,Positive,Botswana
-76.8281,-26.424011,4,43.34,Instagram,60,0,Positive,Sierra Leone
42.43495,-36.97791,0,156.19,Twitter,42,1,Neutral,Luxembourg
31.429289,27.746803,2,16.63,Twitter,31,1,Unknown,Netherlands Antilles
-71.34294,-29.974482,4,66.22,Facebook,20,1,Positive,Tonga
-7.7830853,32.911297,2,21.57,Instagram,44,2,Unknown,Nicaragua
-12.11105,-23.811037,0,55.74,Facebook,35,0,Positive,Georgia
-83.37429,-25.559793,4,68.56,Instagram,63,1,Neutral,Mauritania
12.716773,3.537318,2,10.74,Instagram,43,0,Negative,Tonga
-52.688858,-11.502437,4,41.99,Twitter,60,1,Neutral,Cambodia
18.204607,21.660252,2,26.25,Facebook,29,2,Unknown,Holy See (Vatican City State)
45.829525,38.785267,3,8.18,Instagram,21,0,Unknown,Uzbekistan
-47.03935,-24.126244,4,18.27,Twitter,45,2,Neutral,Syrian Arab Republic
-81.17152,34.641407,1,29.65,Instagram,31,0,Neutral,South Georgia and the South Sandwich Islands
80.713776,36.12033,3,16.14,Twitter,41,0,Unknown,Sweden
-3.3454146,7.6670966,2,28.12,LinkedIn,25,2,Neutral,Falkland Islands (Malvinas)
6.7091517,19.44344,2,15.15,LinkedIn,42,1,Unknown,Faroe Islands
66.98245,20.881855,3,25.07,LinkedIn,28,2,Positive,Denmark
53.451088,-19.996483,3,33.18,Twitter,46,1,Positive,Jersey
-14.268384,3.7476954,2,23.92,LinkedIn,51,0,Neutral,Australia
